analyte,seq_id,uniprot,entrez_gene_symbol,target_full_name,accession
X8766.29,8766-29,A6NI73,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,GCST90427460
X8767.44,8767-44,P42892,ECE1,Endothelin-converting enzyme 1:Cytoplasmic domain,GCST90427461
X8768.4,8768-4,O95999,BCL10,B-cell lymphoma/leukemia 10,GCST90427462
X8772.5,8772-5,P52799,EFNB2,Ephrin-B2:Cytoplasmic domain,GCST90427463
X8773.172,8773-172,Q9NT22,EMILIN3,EMILIN-3:region 1,GCST90427464
X8775.61,8775-61,Q8N5W8,FAM24B,Protein FAM24B,GCST90427465
X8776.10,8776-10,O75477,ERLIN1,Erlin-1,GCST90427466
X8778.3,8778-3,Q13253,NOG,Noggin,GCST90427467
X8780.2,8780-2,Q9P2E7,PCDH10,Protocadherin-10:Cytoplasmic domain,GCST90427468
X8784.7,8784-7,Q6UWZ7,ABRAXAS1,BRCA1-A complex subunit Abraxas,GCST90427469
X8785.1,8785-1,Q96C12,ARMC5,Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5,GCST90427470
X8786.6,8786-6,Q6P995,FAM171B,Protein FAM171B:Extracellular domain,GCST90427471
X8790.6,8790-6,P15289,ARSA,Arylsulfatase A,GCST90427472
X8791.151,8791-151,P35218,CA5A,"Carbonic anhydrase 5A, mitochondrial",GCST90427473
X8794.13,8794-13,P16444,DPEP1,Dipeptidase 1,GCST90427474
X8795.48,8795-48,P02786,TFRC,Transferrin receptor protein 1:Extracellular domain,GCST90427475
X8800.14,8800-14,Q96AE7,TTC17,Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3,GCST90427476
X8803.61,8803-61,Q15223,NECTIN1,"Nectin-1, isoform gamma:Cytoplasmic domain",GCST90427477
X8804.39,8804-39,Q9P218,COL20A1,Collagen alpha-1(XX) chain,GCST90427478
X8807.13,8807-13,Q13596,SNX1,Sorting nexin-1,GCST90427479
X8810.26,8810-26,Q14CZ8,HEPACAM,Hepatocyte cell adhesion molecule,GCST90427480
X8811.24,8811-24,Q13145,BAMBI,BMP and activin membrane-bound inhibitor homolog:Extracellular domain,GCST90427481
X8813.160,8813-160,P10599,TXN,Thioredoxin,GCST90427482
X8815.1,8815-1,Q6UWY5,OLFML1,Olfactomedin-like protein 1,GCST90427483
X8817.29,8817-29,Q7Z7K6,CENPV,Centromere protein V,GCST90427484
X8818.13,8818-13,P38484,IFNGR2,Interferon gamma receptor 2:Cytoplasmic domain,GCST90427485
X8819.3,8819-3,P18065,IGFBP2,Insulin-like growth factor-binding protein 2,GCST90427486
X8825.4,8825-4,Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha,GCST90427487
X8828.21,8828-21,Q6NXG1,ESRP1,Epithelial splicing regulatory protein 1,GCST90427488
X8830.29,8830-29,Q15018,ABRAXAS2,BRISC complex subunit Abro1,GCST90427489
X8832.55,8832-55,Q10589,BST2,Bone marrow stromal antigen 2,GCST90427490
X8833.20,8833-20,P50591,TNFSF10,Tumor necrosis factor ligand superfamily member 10,GCST90427491
X8834.58,8834-58,P27824,CANX,Calnexin,GCST90427492
X8837.8,8837-8,O75121,MFAP3L,Microfibrillar-associated protein 3-like,GCST90427493
X8838.10,8838-10,Q6P4E1,GOLM2,Protein CASC4,GCST90427494
X8839.4,8839-4,O75431,MTX2,Metaxin-2,GCST90427495
X8840.61,8840-61,P09871,C1S,Complement C1s subcomponent,GCST90427496
X8841.65,8841-65,Q8IUL8,CILP2,Cartilage intermediate layer protein 2,GCST90427497
X8842.16,8842-16,Q8IYS0,GRAMD1C,GRAM domain-containing protein 1C,GCST90427498
X8843.34,8843-34,Q9Y2G1,MYRF,Myelin regulatory factor,GCST90427499
X8845.2,8845-2,O15072,ADAMTS3,A disintegrin and metalloproteinase with thrombospondin motifs 3,GCST90427500
X8850.5,8850-5,Q5R387,PLA2G2C,Putative inactive group IIC secretory phospholipase A2,GCST90427501
X8851.42,8851-42,Q6P995,FAM171B,Protein FAM171B:Extracellular domain,GCST90427502
X8852.10,8852-10,Q8TAQ9,SUN3,SUN domain-containing protein 3,GCST90427503
X8853.2,8853-2,Q9UMR7,CLEC4A,C-type lectin domain family 4 member A,GCST90427504
X8854.59,8854-59,Q7LG56,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,GCST90427505
X8858.21,8858-21,Q9NR55,BATF3,Basic leucine zipper transcriptional factor ATF-like 3,GCST90427506
X8859.51,8859-51,O75493,CA11,Carbonic anhydrase-related protein 11,GCST90427507
X8863.3,8863-3,P27986,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha,GCST90427508
X8864.59,8864-59,Q5EE01,CENPW,Centromere protein W,GCST90427509
X8866.53,8866-53,Q9NXS2,QPCTL,Glutaminyl-peptide cyclotransferase-like protein,GCST90427510
X8867.18,8867-18,P09466,PAEP,Glycodelin,GCST90427511
X8869.5,8869-5,Q7KYR7,BTN2A1,Butyrophilin subfamily 2 member A1,GCST90427512
X8870.38,8870-38,P06748,NPM1,Nucleophosmin,GCST90427513
X8871.14,8871-14,Q9Y266,NUDC,"Nuclear migration protein nudC:N-term, contains nuclear localization domain",GCST90427514
X8872.1,8872-1,P60059,SEC61G,Protein transport protein Sec61 subunit gamma,GCST90427515
X8874.53,8874-53,O75503,CLN5,Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain,GCST90427516
X8876.51,8876-51,P58401,NRXN2,Neurexin-2-beta,GCST90427517
X8877.22,8877-22,P58658,EVA1C,Protein eva-1 homolog C:Extracellular domain,GCST90427518
X8878.48,8878-48,Q96MU7,YTHDC1,YTH domain-containing protein 1,GCST90427519
X8882.1,8882-1,P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain,GCST90427520
X8885.6,8885-6,Q8IZS8,CACNA2D3,Voltage-dependent calcium channel subunit alpha-2/delta-3,GCST90427521
X8887.21,8887-21,Q9Y266,NUDC,Nuclear migration protein nudC:CS domain,GCST90427522
X8888.33,8888-33,A6NGZ8,SMIM9,Small integral membrane protein 9,GCST90427523
X8889.5,8889-5,Q9ULG6,CCPG1,Cell cycle progression protein 1,GCST90427524
X8890.9,8890-9,Q14DG7,TMEM132B,Transmembrane protein 132B,GCST90427525
X8891.7,8891-7,Q9H3G5,CPVL,Probable serine carboxypeptidase CPVL,GCST90427526
X8892.14,8892-14,Q5VY43,PEAR1,Platelet endothelial aggregation receptor 1:Cytoplasmic domain,GCST90427527
X8893.29,8893-29,P09874,PARP1,Poly [ADP-ribose] polymerase 1:region 1,GCST90427528
X8894.80,8894-80,Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,GCST90427529
X8897.3,8897-3,A6NM11,LRRC37A2,Leucine-rich repeat-containing protein 37A2,GCST90427530
X8899.75,8899-75,Q9HAW9,UGT1A8,UDP-glucuronosyltransferase 1-8,GCST90427531
X8900.28,8900-28,Q92859,NEO1,Neogenin,GCST90427532
X8901.40,8901-40,P61981,YWHAG,14-3-3 protein gamma,GCST90427533
X8903.1,8903-1,P09669,COX6C,Cytochrome c oxidase subunit 6C,GCST90427534
X8905.20,8905-20,Q9NPA1,KCNMB3,Calcium-activated potassium channel subunit beta-3,GCST90427535
X8906.60,8906-60,Q8N967,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,GCST90427536
X8907.11,8907-11,Q9Y4X1,UGT2A1,UDP-glucuronosyltransferase 2A1,GCST90427537
X8908.14,8908-14,Q9UJ90,KCNE5,Potassium voltage-gated channel subfamily E regulatory beta subunit 5:Cytoplasmic domain,GCST90427538
X8913.22,8913-22,Q96RL6,SIGLEC11,"Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2",GCST90427539
X8916.32,8916-32,Q13586,STIM1,Stromal interaction molecule 1:Cytoplasmic domain,GCST90427540
X8918.64,8918-64,Q14289,PTK2B,Protein-tyrosine kinase 2-beta:Focal adhesion targeting domain,GCST90427541
X8921.139,8921-139,Q86U42,PABPN1,Polyadenylate-binding protein 2,GCST90427542
X8922.4,8922-4,Q9ULS5,TMCC3,Transmembrane and coiled-coil domains protein 3:region 1,GCST90427543
X8923.94,8923-94,Q8N428,GALNT16,Polypeptide N-acetylgalactosaminyltransferase 16,GCST90427544
X8924.55,8924-55,Q9NYX4,CALY,Neuron-specific vesicular protein calcyon,GCST90427545
X8925.25,8925-25,Q7LG56,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,GCST90427546
X8927.6,8927-6,E0CX11,E0CX11,Uncharacterized protein C7orf73,GCST90427547
X8929.7,8929-7,A6H8Y1,BDP1,Transcription factor TFIIIB component B'' homolog,GCST90427548
X8931.124,8931-124,P27469,G0S2,G0/G1 switch protein 2,GCST90427549
X8932.1,8932-1,O75354,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,GCST90427550
X8933.84,8933-84,Q06413,MEF2C,Myocyte-specific enhancer factor 2C,GCST90427551
X8935.22,8935-22,O95255,ABCC6,Multidrug resistance-associated protein 6,GCST90427552
X8941.4,8941-4,Q9NZ94,NLGN3,Neuroligin-3,GCST90427553
X8942.2,8942-2,Q7Z2W9,MRPL21,"39S ribosomal protein L21, mitochondrial",GCST90427554
X8945.7,8945-7,Q15018,ABRAXAS2,BRISC complex subunit Abro1,GCST90427555
X8946.38,8946-38,Q96RI1,NR1H4,Bile acid receptor,GCST90427556
X8948.13,8948-13,Q9H013,ADAM19,Disintegrin and metalloproteinase domain-containing protein 19,GCST90427557
X8950.4,8950-4,Q9UQC9,CLCA2,Calcium-activated chloride channel regulator 2,GCST90427558
X8951.162,8951-162,Q6UVK1,CSPG4,Chondroitin sulfate proteoglycan 4,GCST90427559
X8952.65,8952-65,P09919,CSF3,Granulocyte colony-stimulating factor,GCST90427560
X8953.47,8953-47,P51858,HDGF,Hepatoma-derived growth factor,GCST90427561
X8954.30,8954-30,Q92918,MAP4K1,Mitogen-activated protein kinase kinase kinase kinase 1,GCST90427562
X8955.60,8955-60,Q68CQ7,GLT8D1,Glycosyltransferase 8 domain-containing protein 1,GCST90427563
X8956.96,8956-96,Q96GP6,SCARF2,Scavenger receptor class F member 2:Extracellular domain,GCST90427564
X8957.72,8957-72,Q96DZ1,ERLEC1,Endoplasmic reticulum lectin 1,GCST90427565
X8958.51,8958-51,O00533,CHL1,Neural cell adhesion molecule L1-like protein,GCST90427566
X8959.61,8959-61,P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain,GCST90427567
X8960.3,8960-3,Q6P179,ERAP2,Endoplasmic reticulum aminopeptidase 2,GCST90427568
X8962.48,8962-48,P23443,RPS6KB1,Ribosomal protein S6 kinase beta-1,GCST90427569
X8963.8,8963-8,Q9UEU0,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,GCST90427570
X8967.6,8967-6,Q9BV47,DUSP26,Dual specificity protein phosphatase 26,GCST90427571
X8969.49,8969-49,P08571,CD14,Monocyte differentiation antigen CD14,GCST90427572
X8970.9,8970-9,O43353,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,GCST90427573
X8971.9,8971-9,Q9ULB1,NRXN1,Neurexin-1,GCST90427574
X8973.23,8973-23,Q96PJ5,FCRL4,Fc receptor-like protein 4:Extracellular domain,GCST90427575
X8974.172,8974-172,P39059,COL15A1,Collagen alpha-1(XV) chain,GCST90427576
X8975.26,8975-26,Q92600,CNOT9,Cell differentiation protein RCD1 homolog,GCST90427577
X8976.13,8976-13,Q00973,B4GALNT1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",GCST90427578
X8978.30,8978-30,Q8IVH8,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3,GCST90427579
X8980.19,8980-19,Q6Q8B3,CD200R1L,Cell surface glycoprotein CD200 receptor 2,GCST90427580
X8982.65,8982-65,P49746,THBS3,Thrombospondin-3,GCST90427581
X8983.7,8983-7,Q8NBJ4,GOLM1,Golgi membrane protein 1,GCST90427582
X8984.28,8984-28,O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5,GCST90427583
X8985.13,8985-13,Q96JX3,SERAC1,Protein SERAC1,GCST90427584
X8986.2,8986-2,O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,GCST90427585
X8989.40,8989-40,Q8IWY4,SCUBE1,"Signal peptide, CUB and EGF-like domain-containing protein 1",GCST90427586
X8991.115,8991-115,Q96PJ5,FCRL4,Fc receptor-like protein 4:Cytoplasmic domain,GCST90427587
X8992.1,8992-1,Q9UHN6,CEMIP2,Transmembrane protein 2,GCST90427588
X8993.151,8993-151,O43353,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,GCST90427589
X8994.65,8994-65,Q9P0V8,SLAMF8,SLAM family member 8,GCST90427590
X8997.4,8997-4,O95502,NPTXR,Neuronal pentraxin receptor,GCST90427591
X8998.15,8998-15,Q9Y661,HS3ST4,Heparan sulfate glucosamine 3-O-sulfotransferase 4,GCST90427592
X8999.19,8999-19,P40198,CEACAM3,Carcinoembryonic antigen-related cell adhesion molecule 3,GCST90427593
X9000.177,9000-177,Q07837,SLC3A1,Neutral and basic amino acid transport protein rBAT,GCST90427594
X9002.36,9002-36,Q86U17,SERPINA11,Serpin A11,GCST90427595
X9003.99,9003-99,Q9UEW3,MARCO,Macrophage receptor MARCO,GCST90427596
X9004.24,9004-24,O15165,LDLRAD4,Low-density lipoprotein receptor class A domain-containing protein 4,GCST90427597
X9005.16,9005-16,Q9UIW2,PLXNA1,Plexin-A1,GCST90427598
X9008.6,9008-6,O14668,PRRG1,"Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain",GCST90427599
X9012.1,9012-1,O94906,PRPF6,Pre-mRNA-processing factor 6:region 1,GCST90427600
X9013.60,9013-60,O95631,NTN1,Netrin-1,GCST90427601
X9014.18,9014-18,Q86YD3,TMEM25,Transmembrane protein 25,GCST90427602
X9015.1,9015-1,Q9Y2Y8,PRG3,Proteoglycan 3,GCST90427603
X9016.12,9016-12,P55055,NR1H2,Oxysterols receptor LXR-beta,GCST90427604
X9017.58,9017-58,P09848,LCT,Lactase-phlorizin hydrolase,GCST90427605
X9018.38,9018-38,Q9P2E7,PCDH10,Protocadherin-10:Extracellular domain,GCST90427606
X9021.1,9021-1,Q96D42,HAVCR1,Hepatitis A virus cellular receptor 1,GCST90427607
X9022.49,9022-49,Q7Z7B7,DEFB132,Beta-defensin 132,GCST90427608
X9025.5,9025-5,Q9NZD4,AHSP,Alpha-hemoglobin-stabilizing protein,GCST90427609
X9026.40,9026-40,Q6UX41,BTNL8,Butyrophilin-like protein 8,GCST90427610
X9027.10,9027-10,Q8NFZ4,NLGN2,Neuroligin-2:Cytoplasmic domain,GCST90427611
X9028.5,9028-5,Q9NVV4,MTPAP,"Poly(A) RNA polymerase, mitochondrial",GCST90427612
X9030.56,9030-56,A1L188,NDUFAF8,Uncharacterized protein C17orf89,GCST90427613
X9032.30,9032-30,P08922,ROS1,Proto-oncogene tyrosine-protein kinase ROS,GCST90427614
X9035.2,9035-2,P50539,MXI1,MAX-interacting protein 1,GCST90427615
X9037.1,9037-1,Q9P2W9,STX18,Syntaxin-18,GCST90427616
X9038.12,9038-12,O76095,JTB,Protein JTB,GCST90427617
X9039.47,9039-47,Q5JTV8,TOR1AIP1,Torsin-1A-interacting protein 1:Nuclear domain,GCST90427618
X9040.144,9040-144,Q9UM22,EPDR1,Mammalian ependymin-related protein 1,GCST90427619
X9043.7,9043-7,Q9UBB9,TFIP11,Tuftelin-interacting protein 11,GCST90427620
X9044.1,9044-1,Q8WYK1,CNTNAP5,Contactin-associated protein-like 5,GCST90427621
X9045.3,9045-3,O14975,SLC27A2,Very long-chain acyl-CoA synthetase,GCST90427622
X9049.2,9049-2,O15427,SLC16A3,Monocarboxylate transporter 4,GCST90427623
X9050.170,9050-170,Q9BUV0,RSRP1,Arginine/serine-rich protein 1,GCST90427624
X9051.13,9051-13,P24001,IL32,Interleukin-32,GCST90427625
X9053.16,9053-16,P52943,CRIP2,Cysteine-rich protein 2,GCST90427626
X9055.81,9055-81,P0CAP1,MYZAP,Myocardial zonula adherens protein,GCST90427627
X9057.19,9057-19,Q16186,ADRM1,Proteasomal ubiquitin receptor ADRM1,GCST90427628
X9058.1,9058-1,Q9BVV7,TIMM21,Mitochondrial import inner membrane translocase subunit Tim21,GCST90427629
X9059.14,9059-14,Q92565,RAPGEF5,Rap guanine nucleotide exchange factor 5,GCST90427630
X9060.27,9060-27,Q9UPX0,IGSF9B,Protein turtle homolog B,GCST90427631
X9061.3,9061-3,O15013,ARHGEF10,Rho guanine nucleotide exchange factor 10,GCST90427632
X9064.12,9064-12,Q9Y6U7,RNF215,RING finger protein 215:Cytoplasmic domain,GCST90427633
X9065.28,9065-28,P40222,TXLNA,Alpha-taxilin,GCST90427634
X9068.17,9068-17,Q5VZ66,JAKMIP3,Janus kinase and microtubule-interacting protein 3,GCST90427635
X9070.1,9070-1,Q0P5P2,C17orf67,Uncharacterized protein C17orf67,GCST90427636
X9074.6,9074-6,Q96IV6,FAXDC2,Fatty acid hydroxylase domain-containing protein 2,GCST90427637
X9075.121,9075-121,Q9UPX6,MINAR1,UPF0258 protein KIAA1024,GCST90427638
X9076.25,9076-25,P01210,PENK,Proenkephalin-A,GCST90427639
X9077.10,9077-10,O60476,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",GCST90427640
X9078.207,9078-207,Q13884,SNTB1,Beta-1-syntrophin,GCST90427641
X9081.39,9081-39,Q99726,SLC30A3,Zinc transporter 3,GCST90427642
X9082.25,9082-25,Q5TEA6,SEL1L2,Protein sel-1 homolog 2,GCST90427643
X9083.35,9083-35,P78324,SIRPA,Tyrosine-protein phosphatase non-receptor type substrate 1,GCST90427644
X9086.95,9086-95,O75556,SCGB2A1,Mammaglobin-B,GCST90427645
X9087.8,9087-8,Q5JS37,NHLRC3,NHL repeat-containing protein 3,GCST90427646
X9089.77,9089-77,Q8WXH2,JPH3,Junctophilin-3,GCST90427647
X9090.9,9090-9,Q96C24,SYTL4,Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1,GCST90427648
X9092.33,9092-33,O95841,ANGPTL1,Angiopoietin-related protein 1:N-term,GCST90427649
X9094.5,9094-5,Q8WTT0,CLEC4C,C-type lectin domain family 4 member C,GCST90427650
X9095.5,9095-5,Q15390,MTFR1,Mitochondrial fission regulator 1,GCST90427651
X9096.80,9096-80,Q12912,IRAG2,Lymphoid-restricted membrane protein,GCST90427652
X9097.5,9097-5,Q6UXG2,ELAPOR1,UPF0577 protein KIAA1324:Cytoplasmic domain,GCST90427653
X9099.19,9099-19,O00445,SYT5,Synaptotagmin-5,GCST90427654
X9100.32,9100-32,Q6UWT4,C5orf46,Uncharacterized protein C5orf46,GCST90427655
X9102.28,9102-28,Q5T4F4,ZFYVE27,"Protrudin:Cytoplasmic domain, region 2, isoform 5",GCST90427656
X9106.87,9106-87,Q5XG99,LYSMD4,LysM and putative peptidoglycan-binding domain-containing protein 4,GCST90427657
X9107.59,9107-59,Q8N2F6,ARMC10,Armadillo repeat-containing protein 10,GCST90427658
X9110.2,9110-2,Q9BSW7,SYT17,Synaptotagmin-17,GCST90427659
X9111.40,9111-40,Q96JJ6,JPH4,Junctophilin-4,GCST90427660
X9114.84,9114-84,Q5DID0,UMODL1,Uromodulin-like 1,GCST90427661
X9115.78,9115-78,O15204,ADAMDEC1,ADAM DEC1,GCST90427662
X9116.28,9116-28,A8MVW5,HEPACAM2,"HEPACAM family member 2:Isoform 1, Cytoplasmic domain",GCST90427663
X9117.4,9117-4,Q9NZH8,IL36G,Interleukin-36 gamma,GCST90427664
X9118.7,9118-7,Q9BQI7,PSD2,PH and SEC7 domain-containing protein 2,GCST90427665
X9121.28,9121-28,Q10981,FUT2,Galactoside 2-alpha-L-fucosyltransferase 2,GCST90427666
X9123.18,9123-18,Q8N350,CBARP,Protein Dos,GCST90427667
X9125.23,9125-23,P48740,MASP1,Mannan-binding lectin serine protease 1:Sushi 1 and Sushi 2,GCST90427668
X9126.171,9126-171,Q86UY8,NT5DC3,5'-nucleotidase domain-containing protein 3,GCST90427669
X9127.4,9127-4,P58743,SLC26A5,Prestin,GCST90427670
X9128.34,9128-34,Q9NZU0,FLRT3,Leucine-rich repeat transmembrane protein FLRT3:Cytoplasmic domain,GCST90427671
X9168.31,9168-31,Q9Y258,CCL26,C-C motif chemokine 26,GCST90427672
X9169.14,9169-14,P55854,SUMO3,Small ubiquitin-related modifier 3,GCST90427673
X9170.24,9170-24,Q16552,IL17A,Interleukin-17A,GCST90427674
X9171.11,9171-11,P50461,CSRP3,Cysteine and glycine-rich protein 3,GCST90427675
X9172.69,9172-69,P22894,MMP8,Neutrophil collagenase,GCST90427676
X9173.21,9173-21,P36871,PGM1,Phosphoglucomutase-1,GCST90427677
X9175.48,9175-48,O60469,DSCAM,Down syndrome cell adhesion molecule,GCST90427678
X9176.3,9176-3,P15941,MUC1,Mucin-1:region 2,GCST90427679
X9177.6,9177-6,P58499,FAM3B,Protein FAM3B,GCST90427680
X9178.30,9178-30,Q02297,NRG1,Neuregulin-1,GCST90427681
X9180.6,9180-6,P38484,IFNGR2,Interferon gamma receptor 2:Extracellular domain,GCST90427682
X9182.3,9182-3,Q07954,LRP1,"Low-density lipoprotein receptor-related protein 1, soluble:Extracellular domain, LDL receptor class A domains 11-20",GCST90427683
X9183.7,9183-7,P17181,IFNAR1,Interferon alpha/beta receptor 1,GCST90427684
X9185.15,9185-15,P04155,TFF1,Trefoil factor 1,GCST90427685
X9187.2,9187-2,P05114,HMGN1,Non-histone chromosomal protein HMG-14,GCST90427686
X9188.119,9188-119,Q07325,CXCL9,C-X-C motif chemokine 9,GCST90427687
X9190.7,9190-7,P08962,CD63,CD63 antigen,GCST90427688
X9191.8,9191-8,Q03403,TFF2,Trefoil factor 2,GCST90427689
X9196.8,9196-8,P47929,LGALS7,Galectin-7,GCST90427690
X9197.4,9197-4,O00182,LGALS9,Galectin-9,GCST90427691
X9199.6,9199-6,P60604,UBE2G2,Ubiquitin-conjugating enzyme E2 G2,GCST90427692
X9201.13,9201-13,P37802,TAGLN2,Transgelin-2,GCST90427693
X9202.309,9202-309,P48047,ATP5PO,"ATP synthase subunit O, mitochondrial",GCST90427694
X9204.33,9204-33,P01189,POMC,Pro-opiomelanocortin,GCST90427695
X9207.60,9207-60,O95825,CRYZL1,Quinone oxidoreductase-like protein 1,GCST90427696
X9211.19,9211-19,P36955,SERPINF1,Pigment epithelium-derived factor,GCST90427697
X9212.22,9212-22,Q9UBX1,CTSF,Cathepsin F,GCST90427698
X9213.24,9213-24,O95954,FTCD,Formimidoyltransferase-cyclodeaminase,GCST90427699
X9215.117,9215-117,Q9UHP3,USP25,Ubiquitin carboxyl-terminal hydrolase 25,GCST90427700
X9216.100,9216-100,O15031,PLXNB2,Plexin-B2,GCST90427701
X9218.7,9218-7,P25445,FAS,Tumor necrosis factor receptor superfamily member 6,GCST90427702
X9219.70,9219-70,Q9UMX5,NENF,Neudesin,GCST90427703
X9220.7,9220-7,P54753,EPHB3,Ephrin type-B receptor 3,GCST90427704
X9221.6,9221-6,Q6GPH6,ITPRIPL1,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",GCST90427705
X9223.11,9223-11,P55145,MANF,Mesencephalic astrocyte-derived neurotrophic factor,GCST90427706
X9224.20,9224-20,P16471,PRLR,Prolactin receptor,GCST90427707
X9226.6,9226-6,Q71RG4,TMUB2,Transmembrane and ubiquitin-like domain-containing protein 2,GCST90427708
X9229.9,9229-9,P40313,CTRL,Chymotrypsin-like protease CTRL-1,GCST90427709
X9231.23,9231-23,Q9NX62,BPNT2,Inositol monophosphatase 3,GCST90427710
X9232.1,9232-1,Q8WZ75,ROBO4,Roundabout homolog 4,GCST90427711
X9233.71,9233-71,P48307,TFPI2,Tissue factor pathway inhibitor 2,GCST90427712
X9234.8,9234-8,Q9GZX9,TWSG1,Twisted gastrulation protein homolog 1,GCST90427713
X9235.3,9235-3,Q8IUK5,PLXDC1,Plexin domain-containing protein 1,GCST90427714
X9241.40,9241-40,Q9P1W8,SIRPG,Signal-regulatory protein gamma,GCST90427715
X9242.11,9242-11,P35070,BTC,Betacellulin,GCST90427716
X9243.10,9243-10,Q8N1E2,LYG1,Lysozyme g-like protein 1,GCST90427717
X9244.27,9244-27,P50897,PPT1,Palmitoyl-protein thioesterase 1,GCST90427718
X9245.1,9245-1,Q99706,KIR2DL4,Killer cell immunoglobulin-like receptor 2DL4,GCST90427719
X9248.36,9248-36,Q969H8,MYDGF,Myeloid-derived growth factor,GCST90427720
X9249.17,9249-17,Q9P0T7,TMEM9,Transmembrane protein 9:Extracellular domain,GCST90427721
X9250.87,9250-87,P59665,DEFA1,Neutrophil defensin 1,GCST90427722
X9251.28,9251-28,Q9Y2E5,MAN2B2,Epididymis-specific alpha-mannosidase,GCST90427723
X9253.52,9253-52,P16442,ABO,Histo-blood group ABO system transferase,GCST90427724
X9254.18,9254-18,P12319,FCER1A,High affinity immunoglobulin epsilon receptor subunit alpha,GCST90427725
X9255.5,9255-5,Q9P0M4,IL17C,Interleukin-17C,GCST90427726
X9256.78,9256-78,Q15818,NPTX1,Neuronal pentraxin-1,GCST90427727
X9257.14,9257-14,Q9BSH4,TACO1,Translational activator of cytochrome c oxidase 1,GCST90427728
X9259.35,9259-35,O75509,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,GCST90427729
X9261.14,9261-14,O15197,EPHB6,Ephrin type-B receptor 6,GCST90427730
X9263.57,9263-57,Q9HAT2,SIAE,Sialate O-acetylesterase,GCST90427731
X9264.11,9264-11,P43234,CTSO,Cathepsin O,GCST90427732
X9265.10,9265-10,P48060,GLIPR1,Glioma pathogenesis-related protein 1,GCST90427733
X9266.1,9266-1,Q9NP99,TREM1,Triggering receptor expressed on myeloid cells 1,GCST90427734
X9269.7,9269-7,P43251,BTD,Biotinidase,GCST90427735
